ProcessID,ProcessName,Domain,FeatureID,FeatureName,ImplementationStatus,Contract
source2contract,Source2Contract,Procurement,connector_aware_source_interview,Connector-Aware Source Interview,implemented_as_executable_contract,outputs/powerbi-feature-factory/connector_aware_source_interview/feature_contract.json
source2contract,Source2Contract,Procurement,kpi_contract_negotiator,KPI Contract Negotiator,implemented_as_executable_contract,outputs/powerbi-feature-factory/kpi_contract_negotiator/feature_contract.json
source2contract,Source2Contract,Procurement,ambiguous_path_prevention_engine,Ambiguous-Path Prevention Engine,implemented_as_executable_contract,outputs/powerbi-feature-factory/ambiguous_path_prevention_engine/feature_contract.json
source2contract,Source2Contract,Procurement,frown_to_fix_knowledge_loop,Frown-to-Fix Knowledge Loop,implemented_as_executable_contract,outputs/powerbi-feature-factory/frown_to_fix_knowledge_loop/feature_contract.json
source2contract,Source2Contract,Procurement,visual_binding_compiler,Visual Binding Compiler,implemented_as_executable_contract,outputs/powerbi-feature-factory/visual_binding_compiler/feature_contract.json
source2contract,Source2Contract,Procurement,measure_test_harness,Measure Test Harness,implemented_as_executable_contract,outputs/powerbi-feature-factory/measure_test_harness/feature_contract.json
source2contract,Source2Contract,Procurement,process_digital_twin_layer,Process Digital Twin Layer,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_digital_twin_layer/feature_contract.json
source2contract,Source2Contract,Procurement,action_cockpit_generator,Action Cockpit Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/action_cockpit_generator/feature_contract.json
source2contract,Source2Contract,Procurement,rls_ols_policy_generator,RLS/OLS Policy Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/rls_ols_policy_generator/feature_contract.json
source2contract,Source2Contract,Procurement,source_to_kpi_lineage,Source-to-KPI Lineage,implemented_as_executable_contract,outputs/powerbi-feature-factory/source_to_kpi_lineage/feature_contract.json
source2contract,Source2Contract,Procurement,process_pack_marketplace,Process Pack Marketplace,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_pack_marketplace/feature_contract.json
source2contract,Source2Contract,Procurement,industry_variant_packs,Industry Variant Packs,implemented_as_executable_contract,outputs/powerbi-feature-factory/industry_variant_packs/feature_contract.json
source2contract,Source2Contract,Procurement,coe_certification_bot,Power BI CoE Certification Bot,implemented_as_executable_contract,outputs/powerbi-feature-factory/coe_certification_bot/feature_contract.json
source2contract,Source2Contract,Procurement,report_consolidation_ai,Report Consolidation AI,implemented_as_executable_contract,outputs/powerbi-feature-factory/report_consolidation_ai/feature_contract.json
source2contract,Source2Contract,Procurement,semantic_model_refactoring,Semantic Model Refactoring,implemented_as_executable_contract,outputs/powerbi-feature-factory/semantic_model_refactoring/feature_contract.json
source2contract,Source2Contract,Procurement,query_folding_verifier,Query Folding Verifier,implemented_as_executable_contract,outputs/powerbi-feature-factory/query_folding_verifier/feature_contract.json
source2contract,Source2Contract,Procurement,refresh_failure_triage,Refresh Failure Triage,implemented_as_executable_contract,outputs/powerbi-feature-factory/refresh_failure_triage/feature_contract.json
source2contract,Source2Contract,Procurement,business_value_realization_tracker,Business Value Realization Tracker,implemented_as_executable_contract,outputs/powerbi-feature-factory/business_value_realization_tracker/feature_contract.json
source2contract,Source2Contract,Procurement,boardroom_narrative_generator,Boardroom Narrative Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/boardroom_narrative_generator/feature_contract.json
procure2pay,Procure2Pay,Procurement,one_click_process_to_pbip,One-Click Process-to-PBIP,implemented_as_executable_contract,outputs/powerbi-feature-factory/one_click_process_to_pbip/feature_contract.json
procure2pay,Procure2Pay,Procurement,connector_aware_source_interview,Connector-Aware Source Interview,implemented_as_executable_contract,outputs/powerbi-feature-factory/connector_aware_source_interview/feature_contract.json
procure2pay,Procure2Pay,Procurement,kpi_contract_negotiator,KPI Contract Negotiator,implemented_as_executable_contract,outputs/powerbi-feature-factory/kpi_contract_negotiator/feature_contract.json
procure2pay,Procure2Pay,Procurement,ambiguous_path_prevention_engine,Ambiguous-Path Prevention Engine,implemented_as_executable_contract,outputs/powerbi-feature-factory/ambiguous_path_prevention_engine/feature_contract.json
procure2pay,Procure2Pay,Procurement,frown_to_fix_knowledge_loop,Frown-to-Fix Knowledge Loop,implemented_as_executable_contract,outputs/powerbi-feature-factory/frown_to_fix_knowledge_loop/feature_contract.json
procure2pay,Procure2Pay,Procurement,visual_binding_compiler,Visual Binding Compiler,implemented_as_executable_contract,outputs/powerbi-feature-factory/visual_binding_compiler/feature_contract.json
procure2pay,Procure2Pay,Procurement,measure_test_harness,Measure Test Harness,implemented_as_executable_contract,outputs/powerbi-feature-factory/measure_test_harness/feature_contract.json
procure2pay,Procure2Pay,Procurement,process_digital_twin_layer,Process Digital Twin Layer,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_digital_twin_layer/feature_contract.json
procure2pay,Procure2Pay,Procurement,action_cockpit_generator,Action Cockpit Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/action_cockpit_generator/feature_contract.json
procure2pay,Procure2Pay,Procurement,rls_ols_policy_generator,RLS/OLS Policy Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/rls_ols_policy_generator/feature_contract.json
procure2pay,Procure2Pay,Procurement,source_to_kpi_lineage,Source-to-KPI Lineage,implemented_as_executable_contract,outputs/powerbi-feature-factory/source_to_kpi_lineage/feature_contract.json
procure2pay,Procure2Pay,Procurement,process_pack_marketplace,Process Pack Marketplace,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_pack_marketplace/feature_contract.json
procure2pay,Procure2Pay,Procurement,industry_variant_packs,Industry Variant Packs,implemented_as_executable_contract,outputs/powerbi-feature-factory/industry_variant_packs/feature_contract.json
procure2pay,Procure2Pay,Procurement,coe_certification_bot,Power BI CoE Certification Bot,implemented_as_executable_contract,outputs/powerbi-feature-factory/coe_certification_bot/feature_contract.json
procure2pay,Procure2Pay,Procurement,report_consolidation_ai,Report Consolidation AI,implemented_as_executable_contract,outputs/powerbi-feature-factory/report_consolidation_ai/feature_contract.json
procure2pay,Procure2Pay,Procurement,semantic_model_refactoring,Semantic Model Refactoring,implemented_as_executable_contract,outputs/powerbi-feature-factory/semantic_model_refactoring/feature_contract.json
procure2pay,Procure2Pay,Procurement,query_folding_verifier,Query Folding Verifier,implemented_as_executable_contract,outputs/powerbi-feature-factory/query_folding_verifier/feature_contract.json
procure2pay,Procure2Pay,Procurement,refresh_failure_triage,Refresh Failure Triage,implemented_as_executable_contract,outputs/powerbi-feature-factory/refresh_failure_triage/feature_contract.json
procure2pay,Procure2Pay,Procurement,business_value_realization_tracker,Business Value Realization Tracker,implemented_as_executable_contract,outputs/powerbi-feature-factory/business_value_realization_tracker/feature_contract.json
procure2pay,Procure2Pay,Procurement,boardroom_narrative_generator,Boardroom Narrative Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/boardroom_narrative_generator/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,one_click_process_to_pbip,One-Click Process-to-PBIP,implemented_as_executable_contract,outputs/powerbi-feature-factory/one_click_process_to_pbip/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,connector_aware_source_interview,Connector-Aware Source Interview,implemented_as_executable_contract,outputs/powerbi-feature-factory/connector_aware_source_interview/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,kpi_contract_negotiator,KPI Contract Negotiator,implemented_as_executable_contract,outputs/powerbi-feature-factory/kpi_contract_negotiator/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,ambiguous_path_prevention_engine,Ambiguous-Path Prevention Engine,implemented_as_executable_contract,outputs/powerbi-feature-factory/ambiguous_path_prevention_engine/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,frown_to_fix_knowledge_loop,Frown-to-Fix Knowledge Loop,implemented_as_executable_contract,outputs/powerbi-feature-factory/frown_to_fix_knowledge_loop/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,visual_binding_compiler,Visual Binding Compiler,implemented_as_executable_contract,outputs/powerbi-feature-factory/visual_binding_compiler/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,measure_test_harness,Measure Test Harness,implemented_as_executable_contract,outputs/powerbi-feature-factory/measure_test_harness/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,process_digital_twin_layer,Process Digital Twin Layer,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_digital_twin_layer/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,action_cockpit_generator,Action Cockpit Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/action_cockpit_generator/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,rls_ols_policy_generator,RLS/OLS Policy Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/rls_ols_policy_generator/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,source_to_kpi_lineage,Source-to-KPI Lineage,implemented_as_executable_contract,outputs/powerbi-feature-factory/source_to_kpi_lineage/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,process_pack_marketplace,Process Pack Marketplace,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_pack_marketplace/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,industry_variant_packs,Industry Variant Packs,implemented_as_executable_contract,outputs/powerbi-feature-factory/industry_variant_packs/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,coe_certification_bot,Power BI CoE Certification Bot,implemented_as_executable_contract,outputs/powerbi-feature-factory/coe_certification_bot/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,report_consolidation_ai,Report Consolidation AI,implemented_as_executable_contract,outputs/powerbi-feature-factory/report_consolidation_ai/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,semantic_model_refactoring,Semantic Model Refactoring,implemented_as_executable_contract,outputs/powerbi-feature-factory/semantic_model_refactoring/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,query_folding_verifier,Query Folding Verifier,implemented_as_executable_contract,outputs/powerbi-feature-factory/query_folding_verifier/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,refresh_failure_triage,Refresh Failure Triage,implemented_as_executable_contract,outputs/powerbi-feature-factory/refresh_failure_triage/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,business_value_realization_tracker,Business Value Realization Tracker,implemented_as_executable_contract,outputs/powerbi-feature-factory/business_value_realization_tracker/feature_contract.json
forecast2plan,Forecast2Plan,Supply Chain,boardroom_narrative_generator,Boardroom Narrative Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/boardroom_narrative_generator/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,one_click_process_to_pbip,One-Click Process-to-PBIP,implemented_as_executable_contract,outputs/powerbi-feature-factory/one_click_process_to_pbip/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,connector_aware_source_interview,Connector-Aware Source Interview,implemented_as_executable_contract,outputs/powerbi-feature-factory/connector_aware_source_interview/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,kpi_contract_negotiator,KPI Contract Negotiator,implemented_as_executable_contract,outputs/powerbi-feature-factory/kpi_contract_negotiator/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,ambiguous_path_prevention_engine,Ambiguous-Path Prevention Engine,implemented_as_executable_contract,outputs/powerbi-feature-factory/ambiguous_path_prevention_engine/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,frown_to_fix_knowledge_loop,Frown-to-Fix Knowledge Loop,implemented_as_executable_contract,outputs/powerbi-feature-factory/frown_to_fix_knowledge_loop/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,visual_binding_compiler,Visual Binding Compiler,implemented_as_executable_contract,outputs/powerbi-feature-factory/visual_binding_compiler/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,measure_test_harness,Measure Test Harness,implemented_as_executable_contract,outputs/powerbi-feature-factory/measure_test_harness/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,process_digital_twin_layer,Process Digital Twin Layer,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_digital_twin_layer/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,action_cockpit_generator,Action Cockpit Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/action_cockpit_generator/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,rls_ols_policy_generator,RLS/OLS Policy Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/rls_ols_policy_generator/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,source_to_kpi_lineage,Source-to-KPI Lineage,implemented_as_executable_contract,outputs/powerbi-feature-factory/source_to_kpi_lineage/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,process_pack_marketplace,Process Pack Marketplace,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_pack_marketplace/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,industry_variant_packs,Industry Variant Packs,implemented_as_executable_contract,outputs/powerbi-feature-factory/industry_variant_packs/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,coe_certification_bot,Power BI CoE Certification Bot,implemented_as_executable_contract,outputs/powerbi-feature-factory/coe_certification_bot/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,report_consolidation_ai,Report Consolidation AI,implemented_as_executable_contract,outputs/powerbi-feature-factory/report_consolidation_ai/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,semantic_model_refactoring,Semantic Model Refactoring,implemented_as_executable_contract,outputs/powerbi-feature-factory/semantic_model_refactoring/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,query_folding_verifier,Query Folding Verifier,implemented_as_executable_contract,outputs/powerbi-feature-factory/query_folding_verifier/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,refresh_failure_triage,Refresh Failure Triage,implemented_as_executable_contract,outputs/powerbi-feature-factory/refresh_failure_triage/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,business_value_realization_tracker,Business Value Realization Tracker,implemented_as_executable_contract,outputs/powerbi-feature-factory/business_value_realization_tracker/feature_contract.json
plan2produce,Plan2Produce,Manufacturing,boardroom_narrative_generator,Boardroom Narrative Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/boardroom_narrative_generator/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,one_click_process_to_pbip,One-Click Process-to-PBIP,implemented_as_executable_contract,outputs/powerbi-feature-factory/one_click_process_to_pbip/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,connector_aware_source_interview,Connector-Aware Source Interview,implemented_as_executable_contract,outputs/powerbi-feature-factory/connector_aware_source_interview/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,kpi_contract_negotiator,KPI Contract Negotiator,implemented_as_executable_contract,outputs/powerbi-feature-factory/kpi_contract_negotiator/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,ambiguous_path_prevention_engine,Ambiguous-Path Prevention Engine,implemented_as_executable_contract,outputs/powerbi-feature-factory/ambiguous_path_prevention_engine/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,frown_to_fix_knowledge_loop,Frown-to-Fix Knowledge Loop,implemented_as_executable_contract,outputs/powerbi-feature-factory/frown_to_fix_knowledge_loop/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,visual_binding_compiler,Visual Binding Compiler,implemented_as_executable_contract,outputs/powerbi-feature-factory/visual_binding_compiler/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,measure_test_harness,Measure Test Harness,implemented_as_executable_contract,outputs/powerbi-feature-factory/measure_test_harness/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,process_digital_twin_layer,Process Digital Twin Layer,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_digital_twin_layer/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,action_cockpit_generator,Action Cockpit Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/action_cockpit_generator/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,rls_ols_policy_generator,RLS/OLS Policy Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/rls_ols_policy_generator/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,source_to_kpi_lineage,Source-to-KPI Lineage,implemented_as_executable_contract,outputs/powerbi-feature-factory/source_to_kpi_lineage/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,process_pack_marketplace,Process Pack Marketplace,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_pack_marketplace/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,industry_variant_packs,Industry Variant Packs,implemented_as_executable_contract,outputs/powerbi-feature-factory/industry_variant_packs/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,coe_certification_bot,Power BI CoE Certification Bot,implemented_as_executable_contract,outputs/powerbi-feature-factory/coe_certification_bot/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,report_consolidation_ai,Report Consolidation AI,implemented_as_executable_contract,outputs/powerbi-feature-factory/report_consolidation_ai/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,semantic_model_refactoring,Semantic Model Refactoring,implemented_as_executable_contract,outputs/powerbi-feature-factory/semantic_model_refactoring/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,query_folding_verifier,Query Folding Verifier,implemented_as_executable_contract,outputs/powerbi-feature-factory/query_folding_verifier/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,refresh_failure_triage,Refresh Failure Triage,implemented_as_executable_contract,outputs/powerbi-feature-factory/refresh_failure_triage/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,business_value_realization_tracker,Business Value Realization Tracker,implemented_as_executable_contract,outputs/powerbi-feature-factory/business_value_realization_tracker/feature_contract.json
make_strategy,Make2Stock / Make2Order / Engineer2Order,Manufacturing,boardroom_narrative_generator,Boardroom Narrative Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/boardroom_narrative_generator/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,one_click_process_to_pbip,One-Click Process-to-PBIP,implemented_as_executable_contract,outputs/powerbi-feature-factory/one_click_process_to_pbip/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,connector_aware_source_interview,Connector-Aware Source Interview,implemented_as_executable_contract,outputs/powerbi-feature-factory/connector_aware_source_interview/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,kpi_contract_negotiator,KPI Contract Negotiator,implemented_as_executable_contract,outputs/powerbi-feature-factory/kpi_contract_negotiator/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,ambiguous_path_prevention_engine,Ambiguous-Path Prevention Engine,implemented_as_executable_contract,outputs/powerbi-feature-factory/ambiguous_path_prevention_engine/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,frown_to_fix_knowledge_loop,Frown-to-Fix Knowledge Loop,implemented_as_executable_contract,outputs/powerbi-feature-factory/frown_to_fix_knowledge_loop/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,visual_binding_compiler,Visual Binding Compiler,implemented_as_executable_contract,outputs/powerbi-feature-factory/visual_binding_compiler/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,measure_test_harness,Measure Test Harness,implemented_as_executable_contract,outputs/powerbi-feature-factory/measure_test_harness/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,process_digital_twin_layer,Process Digital Twin Layer,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_digital_twin_layer/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,action_cockpit_generator,Action Cockpit Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/action_cockpit_generator/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,rls_ols_policy_generator,RLS/OLS Policy Generator,implemented_as_executable_contract,outputs/powerbi-feature-factory/rls_ols_policy_generator/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,source_to_kpi_lineage,Source-to-KPI Lineage,implemented_as_executable_contract,outputs/powerbi-feature-factory/source_to_kpi_lineage/feature_contract.json
idea2launch,Idea2Launch / Engineer2Release,Engineering,process_pack_marketplace,Process Pack Marketplace,implemented_as_executable_contract,outputs/powerbi-feature-factory/process_pack_marketplace/feature_contract.json
